id,vl_fatu,vl_sldo,dt_refe,ds_cnae,dt_abrt
66,192393.71811388482,125294.43106584107,2023-04-01,65.79-8,2020-05-01
66,217065.2547084319,125294.43106584107,2023-05-01,65.79-8,2020-05-01
66,216196.14862354175,125294.43106584107,2023-06-01,65.79-8,2020-05-01
66,186786.7679351864,125294.43106584107,2023-07-01,65.79-8,2020-05-01
66,143319.11928617713,125294.43106584107,2023-08-01,65.79-8,2020-05-01
66,104847.3640025723,125294.43106584107,2023-09-01,65.79-8,2020-05-01
66,80319.05607468319,125294.43106584107,2023-10-01,65.79-8,2020-05-01
66,69170.81024717548,125294.43106584107,2023-11-01,65.79-8,2020-05-01
66,68562.97801652843,125294.43106584107,2023-12-01,65.79-8,2020-05-01
67,204634.27802522515,43499.241900583176,2023-01-01,59.22-2,2020-07-27
67,246598.29563933393,43499.241900583176,2023-02-01,59.22-2,2020-07-27
67,295082.6465065816,43499.241900583176,2023-03-01,59.22-2,2020-07-27
67,329810.97036799055,43499.241900583176,2023-04-01,59.22-2,2020-07-27
67,324878.19865161367,43499.241900583176,2023-05-01,59.22-2,2020-07-27
67,269150.3317242808,43499.241900583176,2023-06-01,59.22-2,2020-07-27
67,183590.16067647445,43499.241900583176,2023-07-01,59.22-2,2020-07-27
67,105620.7046394049,43499.241900583176,2023-08-01,59.22-2,2020-07-27
67,55481.471483968555,43499.241900583176,2023-09-01,59.22-2,2020-07-27
67,29604.475417681213,43499.241900583176,2023-10-01,59.22-2,2020-07-27
67,17371.260506591316,43499.241900583176,2023-11-01,59.22-2,2020-07-27
67,11482.459050773656,43499.241900583176,2023-12-01,59.22-2,2020-07-27
68,145642.64690742167,26495.754265087253,2023-01-01,37.43-7,2016-09-05
68,182577.83068046553,26495.754265087253,2023-02-01,37.43-7,2016-09-05
68,241436.89538282764,26495.754265087253,2023-03-01,37.43-7,2016-09-05
68,318640.3687799234,26495.754265087253,2023-04-01,37.43-7,2016-09-05
68,398383.1820887464,26495.754265087253,2023-05-01,37.43-7,2016-09-05
68,453049.01746902784,26495.754265087253,2023-06-01,37.43-7,2016-09-05
68,460950.56104326725,26495.754265087253,2023-07-01,37.43-7,2016-09-05
68,429479.39659470064,26495.754265087253,2023-08-01,37.43-7,2016-09-05
68,392480.64406189806,26495.754265087253,2023-09-01,37.43-7,2016-09-05
68,384985.08860172384,26495.754265087253,2023-10-01,37.43-7,2016-09-05
68,434138.6195034387,26495.754265087253,2023-11-01,37.43-7,2016-09-05
68,576083.7879958376,26495.754265087253,2023-12-01,37.43-7,2016-09-05
69,121221.72372140449,25905.246145189667,2023-01-01,15.15-5,2015-08-28
69,130616.73916694034,25905.246145189667,2023-02-01,15.15-5,2015-08-28
69,136436.6894607218,25905.246145189667,2023-03-01,15.15-5,2015-08-28
69,133322.49609289918,25905.246145189667,2023-04-01,15.15-5,2015-08-28
69,117973.3315663494,25905.246145189667,2023-05-01,15.15-5,2015-08-28
69,92399.27124984971,25905.246145189667,2023-06-01,15.15-5,2015-08-28
69,63686.63431697939,25905.246145189667,2023-07-01,15.15-5,2015-08-28
69,39289.25477110668,25905.246145189667,2023-08-01,15.15-5,2015-08-28
69,22541.650279381473,25905.246145189667,2023-09-01,15.15-5,2015-08-28
69,12611.451720311914,25905.246145189667,2023-10-01,15.15-5,2015-08-28
69,7149.120138363038,25905.246145189667,2023-11-01,15.15-5,2015-08-28
69,4176.369731003598,25905.246145189667,2023-12-01,15.15-5,2015-08-28
70,421774.26264777925,81782.19396915645,2023-01-01,12.44-7,2015-12-23
70,488640.2976959734,81782.19396915645,2023-02-01,12.44-7,2015-12-23
70,585088.0984840689,81782.19396915645,2023-03-01,12.44-7,2015-12-23
70,696894.0642691001,81782.19396915645,2023-04-01,12.44-7,2015-12-23
70,797254.8801670242,81782.19396915645,2023-05-01,12.44-7,2015-12-23
70,854452.5046238132,81782.19396915645,2023-06-01,12.44-7,2015-12-23
70,852090.16711764,81782.19396915645,2023-07-01,12.44-7,2015-12-23
70,805008.1640208397,81782.19396915645,2023-08-01,12.44-7,2015-12-23
70,751300.3464720416,81782.19396915645,2023-09-01,12.44-7,2015-12-23
70,729734.0588779026,81782.19396915645,2023-10-01,12.44-7,2015-12-23
70,769192.1364755472,81782.19396915645,2023-11-01,12.44-7,2015-12-23
70,895848.282788629,81782.19396915645,2023-12-01,12.44-7,2015-12-23
71,102850.7269417558,101768.47965739676,2023-01-01,52.41-6,2022-04-25
71,116304.84950360243,101768.47965739676,2023-02-01,52.41-6,2022-04-25
71,135803.6811460939,101768.47965739676,2023-03-01,52.41-6,2022-04-25
71,158743.00860710695,101768.47965739676,2023-04-01,52.41-6,2022-04-25
71,180611.73663016112,101768.47965739676,2023-05-01,52.41-6,2022-04-25
71,196212.86784690304,101768.47965739676,2023-06-01,52.41-6,2022-04-25
71,202680.49727633854,101768.47965739676,2023-07-01,52.41-6,2022-04-25
71,202063.14776670438,101768.47965739676,2023-08-01,52.41-6,2022-04-25
71,200808.02244852355,101768.47965739676,2023-09-01,52.41-6,2022-04-25
71,206942.08436308976,101768.47965739676,2023-10-01,52.41-6,2022-04-25
71,228411.78530854447,101768.47965739676,2023-11-01,52.41-6,2022-04-25
71,274080.3155737186,101768.47965739676,2023-12-01,52.41-6,2022-04-25
72,328928.43638448697,199650.41714639487,2023-01-01,23.14-6,2021-11-16
72,398842.8625593799,199650.41714639487,2023-02-01,23.14-6,2021-11-16
72,483285.4264604274,199650.41714639487,2023-03-01,23.14-6,2021-11-16
72,550493.5895932958,199650.41714639487,2023-04-01,23.14-6,2021-11-16
72,556203.6059557699,199650.41714639487,2023-05-01,23.14-6,2021-11-16
72,475723.06394091866,199650.41714639487,2023-06-01,23.14-6,2021-11-16
72,337203.41604719724,199650.41714639487,2023-07-01,23.14-6,2021-11-16
72,202913.33819587214,199650.41714639487,2023-08-01,23.14-6,2021-11-16
72,112208.81972779716,199650.41714639487,2023-09-01,23.14-6,2021-11-16
72,63429.86501492053,199650.41714639487,2023-10-01,23.14-6,2021-11-16
72,39675.9990512991,199650.41714639487,2023-11-01,23.14-6,2021-11-16
72,28131.492048250162,199650.41714639487,2023-12-01,23.14-6,2021-11-16
73,81238.36361442365,149823.8829058961,2023-01-01,93.16-7,2022-03-08
73,91971.40232020745,149823.8829058961,2023-02-01,93.16-7,2022-03-08
73,106130.88668110922,149823.8829058961,2023-03-01,93.16-7,2022-03-08
73,120489.8264894813,149823.8829058961,2023-04-01,93.16-7,2022-03-08
73,130298.50086490405,149823.8829058961,2023-05-01,93.16-7,2022-03-08
73,131214.485254014,149823.8829058961,2023-06-01,93.16-7,2022-03-08
73,122349.9547058623,149823.8829058961,2023-07-01,93.16-7,2022-03-08
73,107427.71051391683,149823.8829058961,2023-08-01,93.16-7,2022-03-08
73,92263.89276176425,149823.8829058961,2023-09-01,93.16-7,2022-03-08
73,81238.37474980905,149823.8829058961,2023-10-01,93.16-7,2022-03-08
73,76175.8217405371,149823.8829058961,2023-11-01,93.16-7,2022-03-08
73,77358.91044799254,149823.8829058961,2023-12-01,93.16-7,2022-03-08
74,434294.63850849774,38260.21191287747,2023-01-01,70.19-5,2024-07-27
74,478381.15068231756,38260.21191287747,2023-02-01,70.19-5,2024-07-27
74,523393.13130807516,38260.21191287747,2023-03-01,70.19-5,2024-07-27
74,549258.3759126668,38260.21191287747,2023-04-01,70.19-5,2024-07-27
74,535526.4188208255,38260.21191287747,2023-05-01,70.19-5,2024-07-27
74,474437.0492911181,38260.21191287747,2023-06-01,70.19-5,2024-07-27
74,379814.86202140816,38260.21191287747,2023-07-01,70.19-5,2024-07-27
74,279373.44795890094,38260.21191287747,2023-08-01,70.19-5,2024-07-27
74,195999.4281544711,38260.21191287747,2023-09-01,70.19-5,2024-07-27
74,137349.4914714481,38260.21191287747,2023-10-01,70.19-5,2024-07-27
74,99801.84515851307,38260.21191287747,2023-11-01,70.19-5,2024-07-27
74,76456.33945798175,38260.21191287747,2023-12-01,70.19-5,2024-07-27
75,426784.88432469795,120699.86127663101,2023-01-01,45.52-4,2019-06-11
75,491613.3706981808,120699.86127663101,2023-02-01,45.52-4,2019-06-11
75,553821.0086197483,120699.86127663101,2023-03-01,45.52-4,2019-06-11
75,578747.0160442651,120699.86127663101,2023-04-01,45.52-4,2019-06-11
75,533899.0248557618,120699.86127663101,2023-05-01,45.52-4,2019-06-11
75,418524.44803730043,120699.86127663101,2023-06-01,45.52-4,2019-06-11
75,274713.905144686,120699.86127663101,2023-07-01,45.52-4,2019-06-11
75,154459.82515255813,120699.86127663101,2023-08-01,45.52-4,2019-06-11
75,79329.62519750204,120699.86127663101,2023-09-01,45.52-4,2019-06-11
75,40464.574742174926,120699.86127663101,2023-10-01,45.52-4,2019-06-11
75,21859.697843075446,120699.86127663101,2023-11-01,45.52-4,2019-06-11
75,12794.399429656558,120699.86127663101,2023-12-01,45.52-4,2019-06-11
76,428103.6262937259,165437.9984853478,2023-01-01,47.27-4,2018-01-02
76,458138.7568825454,165437.9984853478,2023-02-01,47.27-4,2018-01-02
76,474880.35080605553,165437.9984853478,2023-03-01,47.27-4,2018-01-02
76,460941.03635846725,165437.9984853478,2023-04-01,47.27-4,2018-01-02
76,406279.75717182935,165437.9984853478,2023-05-01,47.27-4,2018-01-02
76,318315.5117270478,165437.9984853478,2023-06-01,47.27-4,2018-01-02
76,220558.21157830264,165437.9984853478,2023-07-01,47.27-4,2018-01-02
76,137351.36033856415,165437.9984853478,2023-08-01,47.27-4,2018-01-02
76,79682.34992914676,165437.9984853478,2023-09-01,47.27-4,2018-01-02
76,45007.502502984105,165437.9984853478,2023-10-01,47.27-4,2018-01-02
76,25655.261045198982,165437.9984853478,2023-11-01,47.27-4,2018-01-02
76,14998.512813586744,165437.9984853478,2023-12-01,47.27-4,2018-01-02
77,217319.31023374858,92261.80156709296,2023-01-01,67.17-7,2019-10-12
77,259869.02223907516,92261.80156709296,2023-02-01,67.17-7,2019-10-12
77,318700.6873164879,92261.80156709296,2023-03-01,67.17-7,2019-10-12
77,381318.5202973575,92261.80156709296,2023-04-01,67.17-7,2019-10-12
77,424834.2415921146,92261.80156709296,2023-05-01,67.17-7,2019-10-12
77,425442.89467197866,92261.80156709296,2023-06-01,67.17-7,2019-10-12
77,378083.2930281967,92261.80156709296,2023-07-01,67.17-7,2019-10-12
77,304796.7691751034,92261.80156709296,2023-08-01,67.17-7,2019-10-12
77,236549.15785188938,92261.80156709296,2023-09-01,67.17-7,2019-10-12
77,190806.41994358652,92261.80156709296,2023-10-01,67.17-7,2019-10-12
77,169760.48375262786,92261.80156709296,2023-11-01,67.17-7,2019-10-12
77,170296.0125069959,92261.80156709296,2023-12-01,67.17-7,2019-10-12
78,320720.85003874917,157826.84955181717,2023-01-01,62.58-6,2018-09-03
78,402238.5401870565,157826.84955181717,2023-02-01,62.58-6,2018-09-03
78,522003.117056288,157826.84955181717,2023-03-01,62.58-6,2018-09-03
78,659584.3378691804,157826.84955181717,2023-04-01,62.58-6,2018-09-03
78,765942.7848267158,157826.84955181717,2023-05-01,62.58-6,2018-09-03
78,780365.7699329221,157826.84955181717,2023-06-01,62.58-6,2018-09-03
78,683076.8312456183,157826.84955181717,2023-07-01,62.58-6,2018-09-03
78,526214.8960252777,157826.84955181717,2023-08-01,62.58-6,2018-09-03
78,385964.00099943654,157826.84955181717,2023-09-01,62.58-6,2018-09-03
78,299558.1468364673,157826.84955181717,2023-10-01,62.58-6,2018-09-03
78,266154.6048656954,157826.84955181717,2023-11-01,62.58-6,2018-09-03
78,277305.2707357705,157826.84955181717,2023-12-01,62.58-6,2018-09-03
79,86779.35443514244,49851.64834905573,2023-01-01,80.23-9,2019-07-31
79,97570.14694981673,49851.64834905573,2023-02-01,80.23-9,2019-07-31
79,107632.53205654316,49851.64834905573,2023-03-01,80.23-9,2019-07-31
79,111377.56895680385,49851.64834905573,2023-04-01,80.23-9,2019-07-31
79,103709.97155042196,49851.64834905573,2023-05-01,80.23-9,2019-07-31
79,84276.13259744854,49851.64834905573,2023-06-01,80.23-9,2019-07-31
79,59176.12597131978,49851.64834905573,2023-07-01,80.23-9,2019-07-31
79,36645.45180242681,49851.64834905573,2023-08-01,80.23-9,2019-07-31
79,21071.036896124082,49851.64834905573,2023-09-01,80.23-9,2019-07-31
79,12009.172716419851,49851.64834905573,2023-10-01,80.23-9,2019-07-31
79,7142.698021753619,49851.64834905573,2023-11-01,80.23-9,2019-07-31
79,4524.882136745636,49851.64834905573,2023-12-01,80.23-9,2019-07-31
80,390740.43814842385,193287.57787757055,2023-01-01,63.39-3,2022-03-17
80,418124.3944297803,193287.57787757055,2023-02-01,63.39-3,2022-03-17
80,442599.0074056785,193287.57787757055,2023-03-01,63.39-3,2022-03-17
80,451085.9826982639,193287.57787757055,2023-04-01,63.39-3,2022-03-17
80,431981.1728203638,193287.57787757055,2023-05-01,63.39-3,2022-03-17
80,382423.1656748118,193287.57787757055,2023-06-01,63.39-3,2022-03-17
80,311995.1112209601,193287.57787757055,2023-07-01,63.39-3,2022-03-17
80,237681.84198232397,193287.57787757055,2023-08-01,63.39-3,2022-03-17
80,173790.41622212136,193287.57787757055,2023-09-01,63.39-3,2022-03-17
80,126097.30016328335,193287.57787757055,2023-10-01,63.39-3,2022-03-17
80,93319.60314196805,193287.57787757055,2023-11-01,63.39-3,2022-03-17
80,71375.22722246089,193287.57787757055,2023-12-01,63.39-3,2022-03-17
81,209993.82222404686,15668.547363344018,2023-01-01,40.91-7,2018-06-02
81,228120.3643510037,15668.547363344018,2023-02-01,40.91-7,2018-06-02
81,243058.34769859063,15668.547363344018,2023-03-01,40.91-7,2018-06-02
81,245386.00806744816,15668.547363344018,2023-04-01,40.91-7,2018-06-02
81,227462.162078529,15668.547363344018,2023-05-01,40.91-7,2018-06-02
81,189392.7950974182,15668.547363344018,2023-06-01,40.91-7,2018-06-02
81,140888.95361440664,15668.547363344018,2023-07-01,40.91-7,2018-06-02
81,95192.13600003486,15668.547363344018,2023-08-01,40.91-7,2018-06-02
81,60609.952283478975,15668.547363344018,2023-09-01,40.91-7,2018-06-02
81,38058.335186676006,15668.547363344018,2023-10-01,40.91-7,2018-06-02
81,24452.693784275612,15668.547363344018,2023-11-01,40.91-7,2018-06-02
81,16342.788060543666,15668.547363344018,2023-12-01,40.91-7,2018-06-02
82,134400.92636121166,35092.533206482694,2023-01-01,24.46-4,2022-07-17
82,151713.50777935918,35092.533206482694,2023-02-01,24.46-4,2022-07-17
82,169037.1552683465,35092.533206482694,2023-03-01,24.46-4,2022-07-17
82,177844.8488087813,35092.533206482694,2023-04-01,24.46-4,2022-07-17
82,169591.20223404752,35092.533206482694,2023-05-01,24.46-4,2022-07-17
82,142231.61379662956,35092.533206482694,2023-06-01,24.46-4,2022-07-17
82,103909.07495517765,35092.533206482694,2023-07-01,24.46-4,2022-07-17
82,67477.55544433798,35092.533206482694,2023-08-01,24.46-4,2022-07-17
82,40971.00968904092,35092.533206482694,2023-09-01,24.46-4,2022-07-17
82,24798.17134699166,35092.533206482694,2023-10-01,24.46-4,2022-07-17
82,15738.062018787974,35092.533206482694,2023-11-01,24.46-4,2022-07-17
82,10686.991247276015,35092.533206482694,2023-12-01,24.46-4,2022-07-17
83,434287.7188332362,55856.000997337615,2023-01-01,41.77-3,2020-01-02
83,552043.6616107207,55856.000997337615,2023-02-01,41.77-3,2020-01-02
83,741371.7280359219,55856.000997337615,2023-03-01,41.77-3,2020-01-02
83,991783.5496416753,55856.000997337615,2023-04-01,41.77-3,2020-01-02
83,1250098.5596332706,55856.000997337615,2023-05-01,41.77-3,2020-01-02
83,1420387.2203757002,55856.000997337615,2023-06-01,41.77-3,2020-01-02
83,1427082.5635299874,55856.000997337615,2023-07-01,41.77-3,2020-01-02
83,1298461.3735149137,55856.000997337615,2023-08-01,41.77-3,2020-01-02
83,1153081.9100022833,55856.000997337615,2023-09-01,41.77-3,2020-01-02
83,1104142.4174407632,55856.000997337615,2023-10-01,41.77-3,2020-01-02
83,1228676.1808805154,55856.000997337615,2023-11-01,41.77-3,2020-01-02
83,1627252.48035177,55856.000997337615,2023-12-01,41.77-3,2020-01-02
84,395609.4986682747,11474.925931746806,2023-01-01,57.96-9,2018-04-28
84,442363.8561088947,11474.925931746806,2023-02-01,57.96-9,2018-04-28
84,501122.4316245839,11474.925931746806,2023-03-01,57.96-9,2018-04-28
84,556204.5241445344,11474.925931746806,2023-04-01,57.96-9,2018-04-28
84,586719.3571722806,11474.925931746806,2023-05-01,57.96-9,2018-04-28
84,575936.7474585456,11474.925931746806,2023-06-01,57.96-9,2018-04-28
84,523474.5135152613,11474.925931746806,2023-07-01,57.96-9,2018-04-28
84,447656.06160598603,11474.925931746806,2023-08-01,57.96-9,2018-04-28
84,373176.8395469108,11474.925931746806,2023-09-01,57.96-9,2018-04-28
84,316768.0411254756,11474.925931746806,2023-10-01,57.96-9,2018-04-28
84,283672.74395021045,11474.925931746806,2023-11-01,57.96-9,2018-04-28
84,272329.8390706412,11474.925931746806,2023-12-01,57.96-9,2018-04-28
85,146779.21957560055,151655.66395146036,2023-01-01,14.42-2,2019-08-18
85,178127.68418711913,151655.66395146036,2023-02-01,14.42-2,2019-08-18
85,231712.714677016,151655.66395146036,2023-03-01,14.42-2,2019-08-18
85,310023.3353556377,151655.66395146036,2023-04-01,14.42-2,2019-08-18
85,410727.6171698294,151655.66395146036,2023-05-01,14.42-2,2019-08-18
85,524201.28866912884,151655.66395146036,2023-06-01,14.42-2,2019-08-18
85,639291.9322390567,151655.66395146036,2023-07-01,14.42-2,2019-08-18
85,759403.9061797317,151655.66395146036,2023-08-01,14.42-2,2019-08-18
85,920145.9024209662,151655.66395146036,2023-09-01,14.42-2,2019-08-18
85,1205058.0573730737,151655.66395146036,2023-10-01,14.42-2,2019-08-18
85,1786341.3579525524,151655.66395146036,2023-11-01,14.42-2,2019-08-18
85,3055214.075959839,151655.66395146036,2023-12-01,14.42-2,2019-08-18
86,255005.67183230998,14182.318371019694,2023-01-01,92.38-7,2017-11-29
86,316525.40781923913,14182.318371019694,2023-02-01,92.38-7,2017-11-29
86,419755.39852486755,14182.318371019694,2023-03-01,92.38-7,2017-11-29
86,566326.9995368667,14182.318371019694,2023-04-01,92.38-7,2017-11-29
86,742716.9271540869,14182.318371019694,2023-05-01,92.38-7,2017-11-29
86,914858.4871578383,14182.318371019694,2023-06-01,92.38-7,2017-11-29
86,1045610.4752031547,14182.318371019694,2023-07-01,92.38-7,2017-11-29
86,1133171.050039107,14182.318371019694,2023-08-01,92.38-7,2017-11-29
86,1233714.2022724939,14182.318371019694,2023-09-01,92.38-7,2017-11-29
86,1453290.21452896,14182.318371019694,2023-10-01,92.38-7,2017-11-29
86,1962423.9384579617,14182.318371019694,2023-11-01,92.38-7,2017-11-29
86,3104274.7447944754,14182.318371019694,2023-12-01,92.38-7,2017-11-29
87,255135.72096850982,54338.78566313052,2023-01-01,61.97-4,2020-01-23
87,289034.4514901446,54338.78566313052,2023-02-01,61.97-4,2020-01-23
87,339130.21324964205,54338.78566313052,2023-03-01,61.97-4,2020-01-23
87,399701.24161874974,54338.78566313052,2023-04-01,61.97-4,2020-01-23
87,460271.9673837522,54338.78566313052,2023-05-01,61.97-4,2020-01-23
87,508149.1467885382,54338.78566313052,2023-06-01,61.97-4,2020-01-23
87,535659.7373598157,54338.78566313052,2023-07-01,61.97-4,2020-01-23
87,547169.4362354298,54338.78566313052,2023-08-01,61.97-4,2020-01-23
87,559124.0953129397,54338.78566313052,2023-09-01,61.97-4,2020-01-23
87,594198.7108207773,54338.78566313052,2023-10-01,61.97-4,2020-01-23
87,677970.5808160906,54338.78566313052,2023-11-01,61.97-4,2020-01-23
87,842867.9400268034,54338.78566313052,2023-12-01,61.97-4,2020-01-23
88,169846.3299494523,15375.0227295789,2023-01-01,97.99-2,2018-02-25
88,187197.27597074307,15375.0227295789,2023-02-01,97.99-2,2018-02-25
88,211654.51074861264,15375.0227295789,2023-03-01,97.99-2,2018-02-25
88,239476.08768519355,15375.0227295789,2023-04-01,97.99-2,2018-02-25
88,265166.74270486477,15375.0227295789,2023-05-01,97.99-2,2018-02-25
88,283137.39003460255,15375.0227295789,2023-06-01,97.99-2,2018-02-25
88,290789.9187495154,15375.0227295789,2023-07-01,97.99-2,2018-02-25
88,290763.869585531,15375.0227295789,2023-08-01,97.99-2,2018-02-25
88,290189.80124165956,15375.0227295789,2023-09-01,97.99-2,2018-02-25
88,297875.3098669719,15375.0227295789,2023-10-01,97.99-2,2018-02-25
88,322403.06755804084,15375.0227295789,2023-11-01,97.99-2,2018-02-25
88,372435.5600951442,15375.0227295789,2023-12-01,97.99-2,2018-02-25
89,408747.7527197319,33203.10921811294,2023-01-01,16.19-8,2018-02-03
89,469508.128208994,33203.10921811294,2023-02-01,16.19-8,2018-02-03
89,559622.4630171313,33203.10921811294,2023-03-01,16.19-8,2018-02-03
89,668793.0931010799,33203.10921811294,2023-04-01,16.19-8,2018-02-03
89,776665.0310732288,33203.10921811294,2023-05-01,16.19-8,2018-02-03
89,857543.2055546847,33203.10921811294,2023-06-01,16.19-8,2018-02-03
89,895467.6370533174,33203.10921811294,2023-07-01,16.19-8,2018-02-03
89,898948.1497220851,33203.10921811294,2023-08-01,16.19-8,2018-02-03
89,899949.072221789,33203.10921811294,2023-09-01,16.19-8,2018-02-03
89,939964.7887632647,33203.10921811294,2023-10-01,16.19-8,2018-02-03
89,1062486.1473112202,33203.10921811294,2023-11-01,16.19-8,2018-02-03
89,1321211.19615124,33203.10921811294,2023-12-01,16.19-8,2018-02-03
90,439107.82188701764,45356.6396226648,2023-01-01,45.59-9,2021-05-20
90,529050.3846958588,45356.6396226648,2023-02-01,45.59-9,2021-05-20
90,643551.5319622039,45356.6396226648,2023-03-01,45.59-9,2021-05-20
90,746914.335037381,45356.6396226648,2023-04-01,45.59-9,2021-05-20
90,784159.9598574215,45356.6396226648,2023-05-01,45.59-9,2021-05-20
90,714181.6303040072,45356.6396226648,2023-06-01,45.59-9,2021-05-20
90,554524.1952081091,45356.6396226648,2023-07-01,45.59-9,2021-05-20
90,375791.6877886175,45356.6396226648,2023-08-01,45.59-9,2021-05-20
90,238559.0226892786,45356.6396226648,2023-09-01,45.59-9,2021-05-20
90,155734.24484938185,45356.6396226648,2023-10-01,45.59-9,2021-05-20
90,112206.79460081072,45356.6396226648,2023-11-01,45.59-9,2021-05-20
90,91349.88047855416,45356.6396226648,2023-12-01,45.59-9,2021-05-20
91,439657.3402056471,87855.29935993478,2023-01-01,76.14-6,2020-12-05
91,538243.4652797524,87855.29935993478,2023-02-01,76.14-6,2020-12-05
91,705653.9756908807,87855.29935993478,2023-03-01,76.14-6,2020-12-05
91,947914.7379407608,87855.29935993478,2023-04-01,76.14-6,2020-12-05
91,1252457.2685368266,87855.29935993478,2023-05-01,76.14-6,2020-12-05
91,1579594.2011904554,87855.29935993478,2023-06-01,76.14-6,2020-12-05
91,1883548.6422702202,87855.29935993478,2023-07-01,76.14-6,2020-12-05
91,2166822.9726800593,87855.29935993478,2023-08-01,76.14-6,2020-12-05
91,2529136.7031127443,87855.29935993478,2023-09-01,76.14-6,2020-12-05
91,3192507.6053842367,87855.29935993478,2023-10-01,76.14-6,2020-12-05
91,4583416.677376329,87855.29935993478,2023-11-01,76.14-6,2020-12-05
91,7636794.246070042,87855.29935993478,2023-12-01,76.14-6,2020-12-05
92,396857.0874768443,197943.2440607719,2023-01-01,86.11-1,2019-02-19
92,474622.4398656655,197943.2440607719,2023-02-01,86.11-1,2019-02-19
92,570312.6484063225,197943.2440607719,2023-03-01,86.11-1,2019-02-19
92,651144.4438179231,197943.2440607719,2023-04-01,86.11-1,2019-02-19
92,670196.2897067664,197943.2440607719,2023-05-01,86.11-1,2019-02-19
92,596798.2504543195,197943.2440607719,2023-06-01,86.11-1,2019-02-19
92,452092.5410207349,197943.2440607719,2023-07-01,86.11-1,2019-02-19
92,298231.00973020773,197943.2440607719,2023-08-01,86.11-1,2019-02-19
92,183637.22319092753,197943.2440607719,2023-09-01,86.11-1,2019-02-19
92,115647.53574372406,197943.2440607719,2023-10-01,86.11-1,2019-02-19
92,79842.95488485674,197943.2440607719,2023-11-01,86.11-1,2019-02-19
92,61860.40370435741,197943.2440607719,2023-12-01,86.11-1,2019-02-19
93,438265.5332030287,187860.2418248832,2023-01-01,75.72-9,2021-11-15
93,510015.44749975594,187860.2418248832,2023-02-01,75.72-9,2021-11-15
93,626683.4785564652,187860.2418248832,2023-03-01,75.72-9,2021-11-15
93,786695.1337626978,187860.2418248832,2023-04-01,75.72-9,2021-11-15
93,979100.1080434846,187860.2418248832,2023-05-01,75.72-9,2021-11-15
93,1183334.733716608,187860.2418248832,2023-06-01,75.72-9,2021-11-15
93,1382110.8145241789,187860.2418248832,2023-07-01,75.72-9,2021-11-15
93,1584890.975186544,187860.2418248832,2023-08-01,75.72-9,2021-11-15
93,1847621.5482673058,187860.2418248832,2023-09-01,75.72-9,2021-11-15
93,2285502.766952674,187860.2418248832,2023-10-01,75.72-9,2021-11-15
93,3106285.8284796183,187860.2418248832,2023-11-01,75.72-9,2021-11-15
93,4712577.937245881,187860.2418248832,2023-12-01,75.72-9,2021-11-15
94,368578.1792912681,135899.66741070154,2023-01-01,75.45-6,2020-04-14
94,472296.0598485937,135899.66741070154,2023-02-01,75.45-6,2020-04-14
94,652017.4994398515,135899.66741070154,2023-03-01,75.45-6,2020-04-14
94,917293.8326155754,135899.66741070154,2023-04-01,75.45-6,2020-04-14
94,1248015.304433007,135899.66741070154,2023-05-01,75.45-6,2020-04-14
94,1576272.1779512097,135899.66741070154,2023-06-01,75.45-6,2020-04-14
94,1817554.5961441745,135899.66741070154,2023-07-01,75.45-6,2020-04-14
94,1958493.340115049,135899.66741070154,2023-08-01,75.45-6,2020-04-14
94,2113116.0444874726,135899.66741070154,2023-09-01,75.45-6,2020-04-14
94,2499899.2198909507,135899.66741070154,2023-10-01,75.45-6,2020-04-14
94,3474623.8413034207,135899.66741070154,2023-11-01,75.45-6,2020-04-14
94,5807813.380548888,135899.66741070154,2023-12-01,75.45-6,2020-04-14
95,313171.62464853836,109698.47147296846,2023-01-01,71.95-7,2020-11-26
95,350370.26250324305,109698.47147296846,2023-02-01,71.95-7,2020-11-26
95,400734.46502618556,109698.47147296846,2023-03-01,71.95-7,2020-11-26
95,454374.91080390406,109698.47147296846,2023-04-01,71.95-7,2020-11-26
95,496697.101046168,109698.47147296846,2023-05-01,71.95-7,2020-11-26
95,513598.39880846767,109698.47147296846,2023-06-01,71.95-7,2020-11-26
95,500279.66123019357,109698.47147296846,2023-07-01,71.95-7,2020-11-26
95,465912.09439579555,109698.47147296846,2023-08-01,71.95-7,2020-11-26
95,428354.2758942127,109698.47147296846,2023-09-01,71.95-7,2020-11-26
95,404303.08756198775,109698.47147296846,2023-10-01,71.95-7,2020-11-26
95,404503.11707145,109698.47147296846,2023-11-01,71.95-7,2020-11-26
95,435403.93678014964,109698.47147296846,2023-12-01,71.95-7,2020-11-26
96,153924.3238507887,169298.21758669495,2023-01-01,20.50-8,2023-06-17
96,178564.46563968723,169298.21758669495,2023-02-01,20.50-8,2023-06-17
96,215355.80464041428,169298.21758669495,2023-03-01,20.50-8,2023-06-17
96,260248.92738351185,169298.21758669495,2023-04-01,20.50-8,2023-06-17
96,304684.5324719123,169298.21758669495,2023-05-01,20.50-8,2023-06-17
96,337451.8885212934,169298.21758669495,2023-06-01,20.50-8,2023-06-17
96,351368.4915706776,169298.21758669495,2023-07-01,20.50-8,2023-06-17
96,350002.03842410736,169298.21758669495,2023-08-01,20.50-8,2023-06-17
96,347125.83445888996,169298.21758669495,2023-09-01,20.50-8,2023-06-17
96,360196.32577847794,169298.21758669495,2023-10-01,20.50-8,2023-06-17
